run_name,dataset,transform,label,original_mse,transformed_mse,diff_mse
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_l_16_ImageNet,ImageNet,HueShift75,saturation,6356.681213378906,6182.295952987612,174.38526039129465
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_l_16_ImageNet,ImageNet,HueShift75,brightness,14320.708618164062,13749.114641266458,571.5939768976041
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_l_16_ImageNet,ImageNet,HueShift100,saturation,6356.681213378906,6278.0619757953855,78.61923758352077
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_l_16_ImageNet,ImageNet,HueShift100,brightness,14320.708618164062,13836.274866714937,484.43375144912534
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_l_16_ImageNet,ImageNet,SaturationShift25,hue,2004.473617553711,2048.621410336485,-44.147792782774104
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_l_16_ImageNet,ImageNet,SaturationShift25,brightness,14320.708618164062,14005.70998329462,314.99863486944196
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_l_16_ImageNet,ImageNet,SaturationShift50,hue,2004.473617553711,1973.5798225880362,30.893794965674715
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_l_16_ImageNet,ImageNet,SaturationShift50,brightness,14320.708618164062,13699.997811416635,620.7108067474273
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_l_16_ImageNet,ImageNet,SaturationShift75,hue,2004.473617553711,1979.883661990135,24.58995556357604
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_l_16_ImageNet,ImageNet,SaturationShift75,brightness,14320.708618164062,13779.45350602201,541.2551121420529
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_l_16_ImageNet,ImageNet,SaturationShift100,hue,2004.473617553711,2034.2680088855327,-29.79439133182177
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_l_16_ImageNet,ImageNet,SaturationShift100,brightness,14320.708618164062,14006.242405681724,314.46621248233896
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_l_16_ImageNet,ImageNet,BrightnessShift25,hue,2004.473617553711,3231.183315538643,-1226.709697984932
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_l_16_ImageNet,ImageNet,BrightnessShift25,saturation,6356.681213378906,8751.76270041329,-2395.081487034384
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_l_16_ImageNet,ImageNet,BrightnessShift50,hue,2004.473617553711,3231.183315538643,-1226.709697984932
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_l_16_ImageNet,ImageNet,BrightnessShift50,saturation,6356.681213378906,8751.76270041329,-2395.081487034384
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_l_16_ImageNet,ImageNet,BrightnessShift75,hue,2004.473617553711,2097.592304909408,-93.11868735569715
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_l_16_ImageNet,ImageNet,BrightnessShift75,saturation,6356.681213378906,6455.208292427185,-98.52707904827912
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_l_16_ImageNet,ImageNet,BrightnessShift100,hue,2004.473617553711,2068.9866786651232,-64.5130611114123
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_l_16_ImageNet,ImageNet,BrightnessShift100,saturation,6356.681213378906,6379.719764772645,-23.038551393739
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_32_ImageNet,ImageNet,HueShift25,saturation,7896.3206787109375,7919.051004121549,-22.73032541061184
